NroSeq;NfDatEmis;NfNumero;NfForCod;MunNom;TraBairro;ItemNumSeq;ItemProCod;ProNom;ItemQtdade;ProVlrPreco;ProVlrPLiq;ProNomEmbEstoque
170;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;13;32979;FARINHA TRIGO ORQUIDEA PAES TP1 5KG;1;21,98;5000;PCT
171;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;14;6683;F BANANA PRATA KG;1,74000001;5,99;1000;KG
172;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;15;110;F CEBOLA NACIONAL KG;1,100000024;7,69;1000;KG
173;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;16;6698;F MAMAO FORMOSA KG;1,409999967;7,79;1000;KG
174;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;17;154;F MANGA ROSA KG;1,695000052;12,49;1000;KG
175;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;18;61022;REFRIG PEPSI COLA BLACK ZERO PET 200ML;1;1,49;200;PT
176;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;19;61022;REFRIG PEPSI COLA BLACK ZERO PET 200ML;1;1,49;200;PT
177;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;20;45328;REFRIG PEPSI COLA PET 200ML;1;1,59;200;PT
178;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;21;45328;REFRIG PEPSI COLA PET 200ML;1;1,59;200;PT
179;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;22;45328;REFRIG PEPSI COLA PET 200ML;1;1,59;200;PT
180;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;23;45328;REFRIG PEPSI COLA PET 200ML;1;1,59;200;PT
181;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;24;45328;REFRIG PEPSI COLA PET 200ML;1;1,59;200;PT
182;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;25;45328;REFRIG PEPSI COLA PET 200ML;1;1,59;200;PT
183;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;26;45328;REFRIG PEPSI COLA PET 200ML;1;1,59;200;PT
184;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;27;45328;REFRIG PEPSI COLA PET 200ML;1;1,59;200;PT
185;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;28;45328;REFRIG PEPSI COLA PET 200ML;1;1,59;200;PT
186;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;29;11360;MASSA ORQUIDEA OVOS PARAFUSO 500G;1;5,39;500;PCT
187;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;30;11360;MASSA ORQUIDEA OVOS PARAFUSO 500G;1;5,39;500;PCT
188;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;31;9941;MASSA ORQUIDEA OVOS FURADINHA 500G;1;5,39;500;PCT
189;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;32;18633;WAFER PARATI MINUETO MORANGO 115G;1;2,79;115;UN
190;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;33;1236;WAFER PARATI MINUETO MEGA MORANGO 105G;1;2,79;105;UN
191;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;34;3656;WAFER ISABELA CHOCOLATE BRANCO 100G;1;2,79;100;UN
192;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;35;9941;MASSA ORQUIDEA OVOS FURADINHA 500G;1;5,39;500;PCT
193;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;36;23265;WAFER ORQUIDEA MORANGO 100G;1;2,69;100;PCT
194;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;37;3656;WAFER ISABELA CHOCOLATE BRANCO 100G;1;2,79;100;UN
195;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;38;23265;WAFER ORQUIDEA MORANGO 100G;1;2,69;100;PCT
196;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;39;23265;WAFER ORQUIDEA MORANGO 100G;1;2,69;100;PCT
197;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;40;23268;WAFER ORQUIDEA LIMAO 100G;1;2,69;100;PCT
198;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;41;36416;SABAO PO BRILHANTE HIGIENE TOTAL SACHE 1600G;1;22,98;1600;PCT
199;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;43;24805;OLEO SOJA COAMO PET 900ML;1;6,99;900;PT
200;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;44;24805;OLEO SOJA COAMO PET 900ML;1;6,99;900;PT
201;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;45;24805;OLEO SOJA COAMO PET 900ML;1;6,99;900;PT
202;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;46;24805;OLEO SOJA COAMO PET 900ML;1;6,99;900;PT
203;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;47;24805;OLEO SOJA COAMO PET 900ML;1;6,99;900;PT
204;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;48;24805;OLEO SOJA COAMO PET 900ML;1;6,99;900;PT
205;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;49;24805;OLEO SOJA COAMO PET 900ML;1;6,99;900;PT
206;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;50;24805;OLEO SOJA COAMO PET 900ML;1;6,99;900;PT
207;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;51;24805;OLEO SOJA COAMO PET 900ML;1;6,99;900;PT
208;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;52;38187;PAPEL HIG DUETTO VELVET FD 30M 12UND L+ P-;1;18,29;200;PCT
209;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;53;12488;MASSA GERMANI OVOS CABELO ANJO 500G;1;6,39;500;PCT
210;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;54;12488;MASSA GERMANI OVOS CABELO ANJO 500G;1;6,39;500;PCT
211;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;55;12488;MASSA GERMANI OVOS CABELO ANJO 500G;1;6,39;500;PCT
212;2024-01-02 00:00:00;630674;794;FREDERICO WESTPHALEN;INTERIOR;56;12488;MASSA GERMANI OVOS CABELO ANJO 500G;1;6,39;500;PCT
213;2024-01-02 00:00:00;630675;4967;FREDERICO WESTPHALEN;CENTRO;1;9386;PASTEL COTRIFRED KG;0,143999994;39,9;1000;KG
214;2024-01-02 00:00:00;630675;4967;FREDERICO WESTPHALEN;CENTRO;2;37883;REFRIG COCA COLA LATA 220ML;1;3,19;220;LT
215;2024-01-02 00:00:00;630769;38736;FREDERICO WESTPHALEN;INTERIOR;1;9386;PASTEL COTRIFRED KG;0,148000002;39,9;1000;KG
216;2024-01-02 00:00:00;630796;26365;FREDERICO WESTPHALEN;SAO CRISTOVAO;1;110;F CEBOLA NACIONAL KG;1,024999976;7,69;1000;KG
217;2024-01-02 00:00:00;630796;26365;FREDERICO WESTPHALEN;SAO CRISTOVAO;2;5734;FEIJAO ARBAZA PRETO PCT 1KG;1;7,99;1000;PCT
218;2024-01-02 00:00:00;630796;26365;FREDERICO WESTPHALEN;SAO CRISTOVAO;3;61154;SUCO TRINK GUARANA 15G;1;0,99;15;UN
219;2024-01-02 00:00:00;630796;26365;FREDERICO WESTPHALEN;SAO CRISTOVAO;4;61154;SUCO TRINK GUARANA 15G;1;0,99;15;UN
220;2024-01-02 00:00:00;630796;26365;FREDERICO WESTPHALEN;SAO CRISTOVAO;5;61154;SUCO TRINK GUARANA 15G;1;0,99;15;UN
221;2024-01-02 00:00:00;630796;26365;FREDERICO WESTPHALEN;SAO CRISTOVAO;6;61154;SUCO TRINK GUARANA 15G;1;0,99;15;UN
222;2024-01-02 00:00:00;630796;26365;FREDERICO WESTPHALEN;SAO CRISTOVAO;7;61154;SUCO TRINK GUARANA 15G;1;0,99;15;UN
223;2024-01-02 00:00:00;630796;26365;FREDERICO WESTPHALEN;SAO CRISTOVAO;8;61154;SUCO TRINK GUARANA 15G;1;0,99;15;UN
224;2024-01-02 00:00:00;630796;26365;FREDERICO WESTPHALEN;SAO CRISTOVAO;9;61154;SUCO TRINK GUARANA 15G;1;0,99;15;UN
225;2024-01-02 00:00:00;630796;26365;FREDERICO WESTPHALEN;SAO CRISTOVAO;10;61154;SUCO TRINK GUARANA 15G;1;0,99;15;UN
226;2024-01-02 00:00:00;630796;26365;FREDERICO WESTPHALEN;SAO CRISTOVAO;11;13236;MASSA GERMANI OVOS SPAGHETI 500G;1;4,19;500;PCT
227;2024-01-02 00:00:00;630796;26365;FREDERICO WESTPHALEN;SAO CRISTOVAO;12;13236;MASSA GERMANI OVOS SPAGHETI 500G;1;4,19;500;PCT
228;2024-01-02 00:00:00;630796;26365;FREDERICO WESTPHALEN;SAO CRISTOVAO;13;13236;MASSA GERMANI OVOS SPAGHETI 500G;1;4,19;500;PCT
229;2024-01-02 00:00:00;630796;26365;FREDERICO WESTPHALEN;SAO CRISTOVAO;14;13236;MASSA GERMANI OVOS SPAGHETI 500G;1;4,19;500;PCT
230;2024-01-02 00:00:00;630796;26365;FREDERICO WESTPHALEN;SAO CRISTOVAO;15;445;ARROZ CIAGRO BRANCO TP1 2KG;1;13,99;2000;PCT
231;2024-01-02 00:00:00;630796;26365;FREDERICO WESTPHALEN;SAO CRISTOVAO;16;9158;FAROFA CBS BIJU MANDIOCA PRONTA TEM 500G;1;7,79;500;PCT
232;2024-01-02 00:00:00;630796;26365;FREDERICO WESTPHALEN;SAO CRISTOVAO;17;9158;FAROFA CBS BIJU MANDIOCA PRONTA TEM 500G;1;7,79;500;PCT
233;2024-01-02 00:00:00;630810;3982;FREDERICO WESTPHALEN;BELA VISTA;1;13708;NESCAFE TRADICAO GRANULADO VDO 200G;1;21,99;200;VDO
234;2024-01-02 00:00:00;630851;2029;FREDERICO WESTPHALEN;INTERIOR;1;6696;F ABACAXI FRUTA UND;1;8,29;1000;UN
235;2024-01-02 00:00:00;630851;2029;FREDERICO WESTPHALEN;INTERIOR;2;803;FARINHA MILHO BEATRIZ MEDIA 1KG;1;4,98;1000;PCT
236;2024-01-02 00:00:00;630869;33771;FREDERICO WESTPHALEN;SAO CRISTOVAO;1;9386;PASTEL COTRIFRED KG;0,093999997;39,9;1000;KG
237;2024-01-02 00:00:00;630878;31709;FREDERICO WESTPHALEN;SANTO ANTONIO;1;36179;PAO QUEIJO BREAD KING TRADICIONAL KG;0,052000001;41,29;1000;KG
238;2024-01-02 00:00:00;630885;15645;FREDERICO WESTPHALEN;IPIRANGA;1;1734;SANDUICHE CACETINHO KG;0,136000007;29,98;1000;KG
239;2024-01-02 00:00:00;630898;38468;FREDERICO WESTPHALEN;DISTRITO INDUSTRIAL;1;1734;SANDUICHE CACETINHO KG;0,134000003;29,98;1000;KG
240;2024-01-02 00:00:00;630912;18541;FREDERICO WESTPHALEN;INTERIOR;1;53376;SANDUICHE SALAME KG;0,128000006;33,98;1000;KG
241;2024-01-02 00:00:00;630964;5933;FREDERICO WESTPHALEN;INTERIOR;1;44478;BISC BAUDUCCO COOKIES ORIGINAL C GOTAS CHOC 100G;1;5,59;100;PCT
242;2024-01-02 00:00:00;630964;5933;FREDERICO WESTPHALEN;INTERIOR;2;6797;PAO CACETINHO KG;0,625999987;13,99;1000;KG
243;2024-01-02 00:00:00;630964;5933;FREDERICO WESTPHALEN;INTERIOR;3;29933;BISC PELEGRINI AMANTEIGADO 315G;1;9,69;315;PCT
244;2024-01-02 00:00:00;630964;5933;FREDERICO WESTPHALEN;INTERIOR;4;44478;BISC BAUDUCCO COOKIES ORIGINAL C GOTAS CHOC 100G;1;5,59;100;PCT
245;2024-01-02 00:00:00;630964;5933;FREDERICO WESTPHALEN;INTERIOR;5;55954;PANETTONE CASA DORO GOTAS CHOCOLATE 400G;1;9,98;400;UN
246;2024-01-02 00:00:00;630964;5933;FREDERICO WESTPHALEN;INTERIOR;6;3422;PAPEL HIG BOB ROLAO NEUTRO FS 60M 4UN;1;5,99;600;PCT
247;2024-01-02 00:00:00;631001;37564;FREDERICO WESTPHALEN;CENTRO;1;9386;PASTEL COTRIFRED KG;0,156000003;39,9;1000;KG
248;2024-01-02 00:00:00;631001;37564;FREDERICO WESTPHALEN;CENTRO;2;29343;BEB LACTEA NESTLE NESCAU FAST SHAKE 270ML;1;6,49;270;GFA
249;2024-01-02 00:00:00;631019;21973;FREDERICO WESTPHALEN;CENTRO;1;60881;IOG DANONE ACTIVIA AMEIXA LIQ 800G;1;13,97;800;UN
250;2024-01-02 00:00:00;631019;21973;FREDERICO WESTPHALEN;CENTRO;2;7482;AGUA MIN SARANDI SGAS 500ML PP;1;0,99;500;PT
251;2024-01-02 00:00:00;631019;21973;FREDERICO WESTPHALEN;CENTRO;3;7482;AGUA MIN SARANDI SGAS 500ML PP;1;0,99;500;PT
252;2024-01-02 00:00:00;631037;5933;FREDERICO WESTPHALEN;INTERIOR;1;61145;SUCO TRINK ABACAXI 15G;1;0,99;15;UN
253;2024-01-02 00:00:00;631037;5933;FREDERICO WESTPHALEN;INTERIOR;2;61151;SUCO TRINK LIMONADA SUICA 15G;1;0,99;15;UN
254;2024-01-02 00:00:00;631037;5933;FREDERICO WESTPHALEN;INTERIOR;3;61151;SUCO TRINK LIMONADA SUICA 15G;1;0,99;15;UN
255;2024-01-02 00:00:00;631037;5933;FREDERICO WESTPHALEN;INTERIOR;4;13822;ERVA MATE REI VERDE TERERE ABACAXI 500G ***;1;8,99;500;PCT
256;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;1;61022;REFRIG PEPSI COLA BLACK ZERO PET 200ML;1;1,49;200;PT
257;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;2;9386;PASTEL COTRIFRED KG;0,059999999;39,9;1000;KG
258;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;3;4302;SALGADO ASSADO COTRIFRED KG;0,064000003;39,98;1000;KG
259;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;4;9386;PASTEL COTRIFRED KG;0,052000001;39,9;1000;KG
260;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;5;9386;PASTEL COTRIFRED KG;0,052000001;39,9;1000;KG
261;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;6;37883;REFRIG COCA COLA LATA 220ML;1;3,19;220;LT
262;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;7;9386;PASTEL COTRIFRED KG;0,222000003;39,9;1000;KG
263;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;8;9386;PASTEL COTRIFRED KG;0,074000001;39,9;1000;KG
264;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;9;37883;REFRIG COCA COLA LATA 220ML;1;3,19;220;LT
265;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;10;37509;CHOC NESTLE KIT KAT 41 5G;1;4,29;45;BRR
266;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;11;3122;SOBREMESA COTRIFRED DIVERSAS KG;0,186000004;34,98;1000;KG
267;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;12;20757;REFRIG COCA COLA ZERO PET 200ML;1;2,29;200;PT
268;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;13;9386;PASTEL COTRIFRED KG;0,167999998;39,9;1000;KG
269;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;14;20623;WAFER OURO BRANCO RECHEADO 25G;1;2,59;25;UN
270;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;15;39125;WAFER RECHEADO TRENTO MASSIMO BRANCO C COOKIES 30G;1;2,44;30;UN
271;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;16;25169;PICOLE KIBON MINI ESKIBON;1;13,69;60;UN
272;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;17;24930;ESCOVA DENT JADE STYLUS MEDIA REF 501;1;5,89;5;UN
273;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;18;61971;MIX VEGETAIS GRANO CONGELADO PCT 300G;1;9,99;300;PCT
274;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;19;2361;REFRIG PEPSI COLA PET 2LT;1;6,99;2000;PT
275;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;20;4302;SALGADO ASSADO COTRIFRED KG;0,136000007;39,98;1000;KG
276;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;21;6847;AGUA MIN FONTE DA ILHA CG PET 500ML;1;1,39;500;UN
277;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;22;6847;AGUA MIN FONTE DA ILHA CG PET 500ML;1;1,39;500;UN
278;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;23;6847;AGUA MIN FONTE DA ILHA CG PET 500ML;1;1,39;500;UN
279;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;24;3122;SOBREMESA COTRIFRED DIVERSAS KG;0,217999995;34,98;1000;KG
280;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;25;45325;REFRIG ANTARCTICA SODA LIMONADA PET 200ML;1;1,59;200;PT
281;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;26;46321;REFRIG SUKITA LARANJA PET 200ML;1;1,59;200;PT
282;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;27;9386;PASTEL COTRIFRED KG;0,092;39,9;1000;KG
283;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;28;44520;REFRIG COCA COLA MINI DESC 200ML;1;2,39;200;PT
284;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;29;45954;REFRIG ANTARCTICA GUARANA PET 200ML;1;1,59;200;PT
285;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;30;9386;PASTEL COTRIFRED KG;0,165999994;39,9;1000;KG
286;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;31;62079;CHOC NEUGEBAUER AMENDOLATE 80G;1;5,49;80;BRR
287;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;32;38921;HAMBURGUER COTRIFRED KG;0,208000004;39,9;1000;KG
288;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;33;37000;PASTEL FOLHADO BREAD KING FRANGO 331 KG;0,129999995;64,74;1000;KG
289;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;34;9026;COXA SOBRECOXA PIOVESAN GRANEL KG;0,751999974;11,19;1000;KG
290;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;35;46321;REFRIG SUKITA LARANJA PET 200ML;1;1,59;200;PT
291;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;36;6797;PAO CACETINHO KG;0,233999997;13,99;1000;KG
292;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;37;6773;DOCINHOS DIVERSOS COTRIFRED KG;0,100000001;49,9;1000;KG
293;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;38;14886;REFRIG COCA COLA ZERO DESC 600ML;1;5,69;600;UN
294;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;39;7335;REFRIG COCA COLA DESC 600ML;1;5,69;600;PT
295;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;40;440;REFRIG PEPSI COLA PET 600ML;1;3,98;600;UN
296;2024-01-02 00:00:00;631066;36508;FREDERICO WESTPHALEN;SANTO INACIO;41;6847;AGUA MIN FONTE DA ILHA CG PET 500ML;1;1,39;500;UN
297;2024-01-02 00:00:00;631077;31302;FREDERICO WESTPHALEN;CENTRO;1;36179;PAO QUEIJO BREAD KING TRADICIONAL KG;0,066;41,29;1000;KG
298;2024-01-02 00:00:00;631077;31302;FREDERICO WESTPHALEN;CENTRO;2;313;F BATATA DOCE ASSADA KG;0,119999997;8,49;1000;KG
299;2024-01-02 00:00:00;631077;31302;FREDERICO WESTPHALEN;CENTRO;3;4410;TRIDENT X FRESH INTENSE 8G;1;2,59;8;UN
300;2024-01-02 00:00:00;631104;22017;FREDERICO WESTPHALEN;INTERIOR;1;7482;AGUA MIN SARANDI SGAS 500ML PP;1;0,99;500;PT
301;2024-01-02 00:00:00;631104;22017;FREDERICO WESTPHALEN;INTERIOR;3;6165;PAO AMANHECIDO KG;0,416000009;8,9;1000;KG
302;2024-01-02 00:00:00;631104;22017;FREDERICO WESTPHALEN;INTERIOR;4;6699;F MACA NACIONAL FUJI KG;0,745000005;12,99;1000;KG
303;2024-01-02 00:00:00;631104;22017;FREDERICO WESTPHALEN;INTERIOR;5;6684;F BANANA CATURRA KG;0,860000014;3,99;1000;KG
304;2024-01-02 00:00:00;631105;7851;FREDERICO WESTPHALEN;FATIMA;1;19471;IOG BATAVO INFANTIL MORANGO 360G;1;5,48;360;CJ
305;2024-01-02 00:00:00;631105;7851;FREDERICO WESTPHALEN;FATIMA;2;14302;BEB LACTEA ELEGE MORANGO MORANGO 6UND 540G;1;4,69;540;CJ
306;2024-01-02 00:00:00;631105;7851;FREDERICO WESTPHALEN;FATIMA;3;178;TRIDENT HORTELA MENTA 8G 5UND;1;2,59;9;UN
307;2024-01-02 00:00:00;631105;7851;FREDERICO WESTPHALEN;FATIMA;4;39272;MENTOS PURE 3 FRESH PRETO 8 5G;1;2,39;10;UN
308;2024-01-02 00:00:00;631105;7851;FREDERICO WESTPHALEN;FATIMA;5;8061;SABAO PO OMO LAVAGEM PERF CAIXA 2200G RENDE 2700G;1;37,9;2200;CX
309;2024-01-02 00:00:00;631143;35286;FREDERICO WESTPHALEN;LOTEAMENTO DO MAZZUTTI;1;26381;PAPEL HIG DUETTO NEUTRO FOLHA DUPLA 30M L12 P11;1;18,29;200;PCT
310;2024-01-02 00:00:00;631143;35286;FREDERICO WESTPHALEN;LOTEAMENTO DO MAZZUTTI;2;50931;AMACIANTE GIRANDO SOL CONCENT COCO BAUNILHA 1L;1;16,38;1000;UN
311;2024-01-02 00:00:00;631143;35286;FREDERICO WESTPHALEN;LOTEAMENTO DO MAZZUTTI;3;38187;PAPEL HIG DUETTO VELVET FD 30M 12UND L+ P-;1;18,29;200;PCT
312;2024-01-02 00:00:00;631143;35286;FREDERICO WESTPHALEN;LOTEAMENTO DO MAZZUTTI;4;6708;F MELANCIA KG;6,994999886;3,89;1000;KG
313;2024-01-02 00:00:00;631143;35286;FREDERICO WESTPHALEN;LOTEAMENTO DO MAZZUTTI;5;602;F UVA COLONIAL KG;1,190000057;11,99;1000;KG
314;2024-01-02 00:00:00;631143;35286;FREDERICO WESTPHALEN;LOTEAMENTO DO MAZZUTTI;6;6698;F MAMAO FORMOSA KG;1,169999957;7,79;1000;KG
315;2024-01-02 00:00:00;631143;35286;FREDERICO WESTPHALEN;LOTEAMENTO DO MAZZUTTI;7;27354;OVOS VERMELHO MANTIQUEIRA CAIXINHA C12 UN;1;9,99;5000;DZ
316;2024-01-02 00:00:00;631143;35286;FREDERICO WESTPHALEN;LOTEAMENTO DO MAZZUTTI;8;6687;F PIMENTAO VERDE KG;0,219999999;9,99;1000;KG
317;2024-01-02 00:00:00;631143;35286;FREDERICO WESTPHALEN;LOTEAMENTO DO MAZZUTTI;9;7;F TOMATE PAULISTA KG;0,75999999;6,69;1000;KG
318;2024-01-02 00:00:00;631143;35286;FREDERICO WESTPHALEN;LOTEAMENTO DO MAZZUTTI;10;110;F CEBOLA NACIONAL KG;0,800000012;7,69;1000;KG
319;2024-01-02 00:00:00;631143;35286;FREDERICO WESTPHALEN;LOTEAMENTO DO MAZZUTTI;11;46803;IOG BATAVO INTEGRAL 170G;1;3,1;170;PTE
320;2024-01-02 00:00:00;631143;35286;FREDERICO WESTPHALEN;LOTEAMENTO DO MAZZUTTI;12;46803;IOG BATAVO INTEGRAL 170G;1;3,1;170;PTE
321;2024-01-02 00:00:00;631143;35286;FREDERICO WESTPHALEN;LOTEAMENTO DO MAZZUTTI;13;46803;IOG BATAVO INTEGRAL 170G;1;3,1;170;PTE
322;2024-01-02 00:00:00;631143;35286;FREDERICO WESTPHALEN;LOTEAMENTO DO MAZZUTTI;14;46803;IOG BATAVO INTEGRAL 170G;1;3,1;170;PTE
323;2024-01-02 00:00:00;631143;35286;FREDERICO WESTPHALEN;LOTEAMENTO DO MAZZUTTI;15;6214;CHOCO MILK BATAVO CHOCOLATE TP 1000ML;1;10,39;1000;TP
324;2024-01-02 00:00:00;631143;35286;FREDERICO WESTPHALEN;LOTEAMENTO DO MAZZUTTI;16;35448;IOG BATAVO GREGO MORANGO POTE 450G;1;9,79;450;PTE
325;2024-01-02 00:00:00;631143;35286;FREDERICO WESTPHALEN;LOTEAMENTO DO MAZZUTTI;17;36265;QUEIJO PRESIDENT MUSSARELA FATIADO 150G;1;9,29;150;PCT
326;2024-01-02 00:00:00;631143;35286;FREDERICO WESTPHALEN;LOTEAMENTO DO MAZZUTTI;18;36265;QUEIJO PRESIDENT MUSSARELA FATIADO 150G;1;9,29;150;PCT
327;2024-01-02 00:00:00;631143;35286;FREDERICO WESTPHALEN;LOTEAMENTO DO MAZZUTTI;19;36265;QUEIJO PRESIDENT MUSSARELA FATIADO 150G;1;9,29;150;PCT
328;2024-01-02 00:00:00;631143;35286;FREDERICO WESTPHALEN;LOTEAMENTO DO MAZZUTTI;20;62905;PRESUNTO AURORA COZ FATIADO 180G;1;7,99;180;PCT
329;2024-01-02 00:00:00;631143;35286;FREDERICO WESTPHALEN;LOTEAMENTO DO MAZZUTTI;21;62905;PRESUNTO AURORA COZ FATIADO 180G;1;7,99;180;PCT
330;2024-01-02 00:00:00;631143;35286;FREDERICO WESTPHALEN;LOTEAMENTO DO MAZZUTTI;22;62905;PRESUNTO AURORA COZ FATIADO 180G;1;7,99;180;PCT
331;2024-01-02 00:00:00;631143;35286;FREDERICO WESTPHALEN;LOTEAMENTO DO MAZZUTTI;23;33754;REQUEIJAO ELEGE CREM TRADICIONAL POTE 400G;1;15,39;400;CP
